Name,Address,LinkedIn,Website,Email,Lawyers,Lawfields
Rechtsanwälte Zipper & Partner,"Wildemannstr. 4, 68723 Schwetzingen",No LinkedIn link,http://www.rechtsanwalt-schwetzingen.de/,m.zipper@rechtsanwalt-schwetzingen.de,Michelle Mayer; Manfred Zipper; Frederick Pitz; Jurij Seidler; Rüdiger Zipper,Fachanwaltschaft Strafrecht • Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Verkehrsrecht • Arbeitsrecht • Verwaltungsrecht • Zivilrecht • Baurecht & Architektenrecht • Öffentliches Baurecht • Versicherungsrecht • Allgemeines Vertragsrecht • Ordnungswidrigkeitenrecht • Schadensersatzrecht & Schmerzensgeldrecht • Medizinrecht • Gewerblicher Rechtsschutz • Wirtschaftsrecht • Steuerrecht
"Biesdorf, Kram & Partner","Eurener Str. 33, 54294 Trier",No LinkedIn link,http://www.kanzlei-biesdorf.de/,anwalt@biesdorf-kram-partner.de,Daniel Gockel; Kai Biesdorf; Stefan Schubert; Christoph Weber,• Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Baurecht & Architektenrecht • Zivilrecht • Arbeitsrecht • Erbrecht • Unterhaltsrecht • Ordnungswidrigkeitenrecht • Forderungseinzug & Inkassorecht • Zwangsvollstreckungsrecht • Steuerrecht • Handelsrecht & Gesellschaftsrecht • Vereinsrecht & Verbandsrecht • Transportrecht & Speditionsrecht • Unternehmensrecht & Betriebsnachfolge • Verwaltungsrecht • Versicherungsrecht • Kaufrecht • Öffentliches Baurecht • Grundstücksrecht & Immobilienrecht • Allgemeines Vertragsrecht
Kanzlei Rabe / Arnold,"Lange Straße 6/1, 71332 Waiblingen",No LinkedIn link,http://www.kanzlei-rabe-arnold.de/,buero@kanzlei-rabe-arnold.de,Jens Rabe; Daniel Grau; Claudia Arnold; Kevin Schaal,Fachanwaltschaft Strafrecht •  • Erbrecht • Ordnungswidrigkeitenrecht • Zivilrecht • Opferhilfe • Verkehrsrecht • Schadensersatzrecht & Schmerzensgeldrecht
OSE STURM VOLZ Rechtsanwaltsgesellschaft mbH,"Max-Pechstein-Str 4, 67061 Ludwigshafen am Rhein",No LinkedIn link,http://www.osv-anwaelte.de/,info@osv-anwaelte.de,Songül Bechtum; Roland Sturm; Andreas Volz,Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Bankrecht & Kapitalmarktrecht • Erbrecht • Vergaberecht • Grundstücksrecht & Immobilienrecht •  • Verkehrsrecht • Arbeitsrecht • Zivilrecht • Handelsrecht & Gesellschaftsrecht • Wirtschaftsrecht • Internationales Wirtschaftsrecht
Rechtsanwälte Dr. Pfennig & Wabbel und Partner,"Mittelweg 2, 38106 Braunschweig",No LinkedIn link,http://www.bs-law.de/,info@bs-law.de,Dr. Christian Pfennig; Jürgen Wabbel; Annette Stebner; Thomas Kindel LL.M.; Thorsten Schumacher,Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft IT-Recht • Schadensersatzrecht & Schmerzensgeldrecht • Mediation • Zivilprozessrecht • Urheberrecht & Medienrecht • Grundstücksrecht & Immobilienrecht • Allgemeines Vertragsrecht
Rechtsanwälte & Notar Dr. Keller,"Muhrenkamp 11, 45468 Mülheim an der Ruhr",https://www.linkedin.com/in/dr-christian-keller-3a400bb,http://www.rae-drkeller.de/,info@rae-drkeller.de,Dr. Christian Keller; Claudia Nußbaum; Marc Romeike,Fachanwaltschaft Erbrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht •  • Fachanwaltschaft Verkehrsrecht • Kaufrecht • Allgemeines Vertragsrecht • Sozialrecht • Zivilrecht
Rechtsanwälte Oberländer + Oberländer,"Akademiestr. 36, 63450 Hanau",No LinkedIn link,http://www.oberlaender-hanau.de/,kanzlei@oberlaender-hanau.de,Mario Benedikt; Bettina Bauch; Peter Oberländer; Regine Oberländer,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Verkehrsrecht •  • Erbrecht • Zivilrecht • Allgemeines Vertragsrecht • Strafrecht • Ordnungswidrigkeitenrecht
"Kanzlei Wöbken, Braune & Kollegen","Anna-Vogeley-Straße 17, 21337 Lüneburg",No LinkedIn link,http://www.woebkenbraune.de/,info@woebkenbraune.de,Jörg Marquard; Hanna Modrey; Sebastian Jäkel; Nico Ramm; Hauke Wöbken,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht •  • Fachanwaltschaft Verwaltungsrecht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Erbrecht • Bankrecht & Kapitalmarktrecht • Steuerrecht • Baurecht & Architektenrecht • Allgemeines Vertragsrecht • Grundstücksrecht & Immobilienrecht • Mediation • Reiserecht • Maklerrecht • Kaufrecht
STEINWACHS Rechtsanwaltskanzlei,"Hallerstr. 89, 20149 Hamburg",No LinkedIn link,https://www.kanzlei-steinwachs.de/,hamburg@kanzlei-steinwachs.de,Stephan Steinwachs,Grundstücksrecht & Immobilienrecht • Arbeitsrecht •  • Mietrecht & Wohnungseigentumsrecht • Verkehrsrecht • Insolvenzrecht & Sanierungsrecht • Handelsrecht & Gesellschaftsrecht • Bankrecht & Kapitalmarktrecht • Erbrecht
Rechtsanwälte Heinz • Peters • König,"Westring 295, 44629 Herne",No LinkedIn link,http://www.hpk-recht.de/,info@hpk-recht.de,Mirco Volprecht; Kevin S. Sarwar MLaw; Joachim Heinz; Peter König; Andreas Peters,Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Verkehrsrecht • Allgemeines Vertragsrecht • Ordnungswidrigkeitenrecht • Erbrecht • Zivilrecht • Strafrecht • Forderungseinzug & Inkassorecht • Schadensersatzrecht & Schmerzensgeldrecht • Kaufrecht • Grundstücksrecht & Immobilienrecht • Werkvertragsrecht • Zivilprozessrecht • Baurecht & Architektenrecht •
BERTOLL BAUER RAIM Rechtsanwälte Partnerschaft,"Georg-Hellmair-Platz 169, 86899 Landsberg am Lech",No LinkedIn link,http://www.2bra.de/cms/,info@2bra.de,Markus Bauer; Eleonore Raim; Miguel Bertoll,Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht •  • Fachanwaltschaft Versicherungsrecht • Fachanwaltschaft Arbeitsrecht • Forderungseinzug & Inkassorecht • Schadensersatzrecht & Schmerzensgeldrecht • Pferderecht • Verkehrsrecht • Allgemeines Vertragsrecht • Grundstücksrecht & Immobilienrecht • Zivilrecht • Erbrecht • Sozialversicherungsrecht • Beamtenrecht • Sozialrecht • Arzthaftungsrecht
BridgehouseLaw Germany,"Mevissenstr. 3, 50668 Köln",https://www.linkedin.com/company/ovhlegal/,https://www.bridgehouselaw.de/,kevin.villwock@bridgehouselaw.de,Kevin Benjamin Villwock; Michael Heinze LL.M.; Caitlin E. Becker; Niklas Melljes; Christian Feierabend,Fachanwaltschaft Bankrecht & Kapitalmarktrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Fachanwaltschaft Internationales Wirtschaftsrecht • Ausländerrecht & Asylrecht • Internationales Recht • Steuerrecht • Unternehmensrecht & Betriebsnachfolge • Mietrecht & Wohnungseigentumsrecht • Wirtschaftsrecht • Allgemeines Vertragsrecht • Zivilrecht • Schadensersatzrecht & Schmerzensgeldrecht • Erbrecht •  • Schiedsgerichtsbarkeit • Grundstücksrecht & Immobilienrecht
"Grünert, Swierczyna, König - Rechtsanwälte | Fachanwälte","Gerhart-Hauptmann-Straße 26, 99096 Erfurt",No LinkedIn link,http://rfth.de/,info@rfth.de,Christina Wenk; Matthias Grünert; Stefan Swierczyna; Fabian König,Fachanwaltschaft Strafrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Fachanwaltschaft Verwaltungsrecht • Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Arbeitsrecht •  • Verkehrsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Ordnungswidrigkeitenrecht • Opferhilfe • Jagdrecht • Allgemeines Vertragsrecht • Vergaberecht • Wettbewerbsrecht • Erbrecht • Verfassungsrecht • Mietrecht & Wohnungseigentumsrecht • Öffentliches Recht
ADKL & Partner mbB,"Kieler Straße 16, 41540 Dormagen",No LinkedIn link,No website,kanzlei@adkl-dormagen.de,Reinhard Hahn; Alexander Wilsing; Wiljo Wimmer,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Strafrecht •  • Unterhaltsrecht • Mietrecht & Wohnungseigentumsrecht • Erbrecht • Verkehrsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Ordnungswidrigkeitenrecht • Sozialrecht • Reiserecht • Zivilrecht • Zivilprozessrecht • Schwerbehindertenrecht
Ruhmann Peters Altmeyer,"Hauser Gasse 19 b, 35578 Wetzlar",No LinkedIn link,http://www.rpa-kanzlei.de/,kunets@rpa-kanzlei.de,Dogan Bor; Dr. Paul Tritschler; Rostislav Kunets,Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Fachanwaltschaft Steuerrecht • Erbrecht •  • Transportrecht & Speditionsrecht • Wirtschaftsrecht • Grundstücksrecht & Immobilienrecht • Kaufrecht • Unternehmensrecht & Betriebsnachfolge • Werkvertragsrecht • Allgemeines Vertragsrecht
Rechtsanwälte Schwaninger & Schmale,"Kriegsstr. 45, 76133 Karlsruhe",No LinkedIn link,http://www.schwaninger-schmale.de/,info@schwaninger-schmale.de,Timo Seßler; Brigitta Schmale; Silke Fichter,Fachanwaltschaft Arbeitsrecht •  • Fachanwaltschaft Sozialrecht • Zivilrecht • Allgemeines Vertragsrecht • Sozialversicherungsrecht • Handelsrecht & Gesellschaftsrecht
Dr. Köhler und Partner,"Friedrichstraße 94, 10117 Berlin",No LinkedIn link,https://www.koehlerundpartner.info/,info@koehlerundpartner.de,Agnes Maria Wildner; Mathias Schliebe; Thomas B. Ruhland,Baurecht & Architektenrecht • Ausländerrecht & Asylrecht • Erbrecht • Werkvertragsrecht • Migrationsrecht • Mietrecht & Wohnungseigentumsrecht • Zivilrecht • Bankrecht & Kapitalmarktrecht • Strafrecht • Öffentliches Baurecht • Verwaltungsrecht • Öffentliches Recht • Grundstücksrecht & Immobilienrecht •  • Zivilprozessrecht • Allgemeines Vertragsrecht • Datenschutzrecht
Kanzlei Paul - Boubaris - Tsalaganides,"Hölertwiete 4, 21073 Hamburg",No LinkedIn link,http://www.harburgerkanzlei.de/,info@harburgerkanzlei.de,Michael Tsalaganides; Christine Boubaris; Tanja Paul,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Sozialrecht •  • Datenschutzrecht • Betriebliche Altersversorgung • Schwerbehindertenrecht • Sozialversicherungsrecht • Pflegerecht • Verkehrsrecht • Reiserecht
Kanzlei LCKB,"Bismarckstraße 15, 64293 Darmstadt",No LinkedIn link,https://kanzlei-bismarckstrasse.de/,info@kanzlei-bismarckstrasse.de,Tobias Brisch; Dirk Zander; Martin Christoph Koch; Julia-Michelle Ristow,Fachanwaltschaft Arbeitsrecht •  • Mietrecht & Wohnungseigentumsrecht • Allgemeines Vertragsrecht • Zivilrecht • Verkehrsrecht • Erbrecht • Unternehmensrecht & Betriebsnachfolge • Handelsrecht & Gesellschaftsrecht • Strafrecht • Grundstücksrecht & Immobilienrecht • Forderungseinzug & Inkassorecht • Ordnungswidrigkeitenrecht • Zivilprozessrecht
PLATO Rechtsanwälte,"Marktstraße 22, 73230 Kirchheim unter Teck",No LinkedIn link,http://www.plato-rechtsanwaelte.de/,mail@plato-rechtsanwaelte.de,Rainer Blaß; Katrin Strobel; Dietrich Strobel; Axel Klapatat; Julia Spork; Ömer Savas; Florian Rieleder; Thomas Kögler; Julia Hinderer,Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Strafrecht • Fachanwaltschaft Sozialrecht • Maklerrecht • Wettbewerbsrecht • Sozialversicherungsrecht • Medizinrecht • Versicherungsrecht • Ordnungswidrigkeitenrecht • Schadensersatzrecht & Schmerzensgeldrecht • Insolvenzrecht & Sanierungsrecht • Handelsrecht & Gesellschaftsrecht • Werkvertragsrecht • Kaufrecht • Unternehmensrecht & Betriebsnachfolge • Allgemeines Vertragsrecht
Seidl Hohenbleicher Mirz Rechtsanwälte PartGmbB,"Kobellstr. 1, 80336 München",No LinkedIn link,http://www.kanzlei-shm.de/,kontakt@kanzlei-shm.de,Claudia Seidl; Katharina Mirz; Dr. Vanessa Hohenbleicher,Fachanwaltschaft Erbrecht •  • Mediation
Dr. Bock & Collegen Rechtsanwälte,"Hohe Straße 27, 09112 Chemnitz",No LinkedIn link,http://www.bock-rechtsanwaelte.de/,chemnitz@bock-rechtsanwaelte.de,Heike Schreiter-Deck; Hannes Hempel; Katja Biernert; Miko Runkel; Alexander Krauß; Olaf Dietz; Thomas Leibner; Patrick Scheinpflug; Antje Nußmann; Hans Ulrich Biernert; Andreas Erdös; Dana Specht,Fachanwaltschaft Strafrecht • Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Bankrecht & Kapitalmarktrecht •  • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Sozialrecht • Fachanwaltschaft Medizinrecht • Fachanwaltschaft Steuerrecht • Fachanwaltschaft Arbeitsrecht • Zivilrecht • Handelsrecht & Gesellschaftsrecht • Ordnungswidrigkeitenrecht • Opferhilfe • Mediation • Vergaberecht • Erbrecht • Mietrecht & Wohnungseigentumsrecht • Reiserecht • Allgemeines Vertragsrecht • Verwaltungsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Unterhaltsrecht • Werkvertragsrecht
"Rechtsanwälte Rudolf, Goldschadt und Kollegen","Gymnasiumstr. 25, 85049 Ingolstadt",No LinkedIn link,http://www.kanzlei-rgk.de/,info@kanzlei-rgk.de,Vanessa Ivankovic; Öznur Yilmaz-Hatko; Nicola Goldschadt; Monika Auktor,Fachanwaltschaft Strafrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Sozialrecht • Werkvertragsrecht • Zivilrecht • Erbrecht • Baurecht & Architektenrecht • Ordnungswidrigkeitenrecht • Verkehrsrecht •  • Allgemeines Vertragsrecht • Urheberrecht & Medienrecht • Kaufrecht • Versicherungsrecht • IT-Recht
NAGEL NIEDING NOBBE Rechtsanwälte und Fachanwälte,"Cäcilienhöhe 100, 45657 Recklinghausen",No LinkedIn link,http://www.nagel-fachanwaelte.de/,info@nagel-fachanwaelte.de,Felix Nobbe; Prof. Dr. jur. Jürgen Nagel; Ulrike Nieding,Fachanwaltschaft Arbeitsrecht •  • Verkehrsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Erbrecht • Sozialrecht • Zivilrecht • Ordnungswidrigkeitenrecht • Mietrecht & Wohnungseigentumsrecht
Rechtsanwälte Dr. Bergdolt & Kollegen,"M1 1, 68161 Mannheim",No LinkedIn link,http://www.raebergdolt.de/,kanzlei@raebergdolt.de,Karin Schweigert-Kern; Alexander Fleck; Claudius Kranz,• Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Strafrecht • Fachanwaltschaft Arbeitsrecht • Erbrecht • Mietrecht & Wohnungseigentumsrecht • Versicherungsrecht • Arzthaftungsrecht • Ordnungswidrigkeitenrecht • Zivilrecht • Allgemeines Vertragsrecht • Datenschutzrecht
Rechtsanwälte Willi & Janocha Partnerschaft mbB,"Herzog-Philipp-Ludwig-Str. 13, 89420 Höchstädt an der Donau",No LinkedIn link,http://www.kanzleiwilli.de/,ra@kanzleiwilli.de,Roland Aigner; Manfred Janocha; Christoph Hawuka; Dr. Jürgen Rinkel,Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Strafrecht • Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Versicherungsrecht
Kanzlei Hirt-Kremling • Süß und Kollegen,"Ernst-Friedrich-Straße 7, 76227 Karlsruhe",No LinkedIn link,http://www.kanzlei-suess.de/,info@kanzlei-suess.de,Alexander Molz; Adelheid Hirt-Kremling; Frank Herlan; Merve Öztürk; Christian Süß,Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht •  • Fachanwaltschaft Verkehrsrecht • Arbeitsrecht • Zivilrecht • Erbrecht • Sozialrecht • Schadensersatzrecht & Schmerzensgeldrecht • Strafrecht
ANWALTSHAUS Rechtsanwälte Gerle und Partner mbB,"Volkhartstr. 7, 86152 Augsburg",No LinkedIn link,http://www.anwaltshaus.de/,info@anwaltshaus.de,Stefan Mittelbach; Stephanie Kotschenreuther; Kathrin Kollberg; Tobias Hullermann LL.M.; Herbert Bayer; Nicol Andreas Lödler; Dr. iur. Thomas Lampe; Heinrich Tettenborn; Jana Gelfert,Fachanwaltschaft Strafrecht • Fachanwaltschaft Medizinrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Steuerrecht • Maklerrecht • Werkvertragsrecht • Öffentliches Baurecht • Grundstücksrecht & Immobilienrecht •  • Zivilrecht • Bankrecht & Kapitalmarktrecht • Wirtschaftsrecht • Erbrecht • Sportrecht • Schadensersatzrecht & Schmerzensgeldrecht • Ordnungswidrigkeitenrecht • Opferhilfe • Allgemeines Vertragsrecht • Arzthaftungsrecht • Zwangsvollstreckungsrecht • Forderungseinzug & Inkassorecht • Verkehrsrecht • Unternehmensrecht & Betriebsnachfolge
Kanzlei von Rochow & Partner,"Prinzregentenufer 9, 90489 Nürnberg",No LinkedIn link,http://www.von-rochow.de/,info@von-rochow.de,Joachim Paßler; Michael Eitel; Peter Matzner; Dr. jur. Tobias Hütterer; Anne-Kathrin Rose; Wolfgang Kluge,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Versicherungsrecht •  • Fachanwaltschaft Verkehrsrecht • Erbrecht • Mediation • Schiedsgerichtsbarkeit • Unterhaltsrecht • Zivilrecht • Reiserecht • Steuerrecht • Bankrecht & Kapitalmarktrecht • Grundstücksrecht & Immobilienrecht • Maklerrecht • Mietrecht & Wohnungseigentumsrecht • Schadensersatzrecht & Schmerzensgeldrecht
Deubel Leimeister Zeplin PartGmbB Rechtsanwälte und Fachanwälte,"Uffenheimer Str. (AnwaltsHaus) 9, 97199 Ochsenfurt",No LinkedIn link,https://www.anwalt-ochsenfurt.de/,info@anwalt-ochsenfurt.de,Thorsten Leimeister; Angela Schäff; C. Benedikt H. Zeplin; Bettina Welsch; Lea Schmachtenberger; Manuela Löwinger,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Baurecht & Architektenrecht •  • Fachanwaltschaft Strafrecht • Zivilrecht • Unterhaltsrecht • Sozialrecht • Erbrecht • Bankrecht & Kapitalmarktrecht • Handelsrecht & Gesellschaftsrecht • Kaufrecht • Grundstücksrecht & Immobilienrecht • Forderungseinzug & Inkassorecht • Öffentliches Baurecht • Allgemeines Vertragsrecht
Kanzlei Karsten,"Mühlstr. 5, 72172 Sulz am Neckar",No LinkedIn link,http://www.kanzlei-karsten.eu/,recht@kanzlei-karsten.eu,Stefanie Himmelspach; Nathalie Casagranda; Martin Karsten,Fachanwaltschaft Verkehrsrecht •  • Erbrecht • IT-Recht • Allgemeines Vertragsrecht • Arbeitsrecht • Baurecht & Architektenrecht • Mietrecht & Wohnungseigentumsrecht • Arzthaftungsrecht • Sozialrecht
Prof. Dr. Thieler – Prof. Dr. Böh – Thieler Rechtsanwaltsgesellschaft mbH,"Bahnhofstrasse 89, 82166 Gräfelfing",No LinkedIn link,http://www.rechtsanwalt-thieler.de/,muenchen@rechtsanwalt-thieler.de,Oliver Thieler LL.M.; Prof. Dr. Wolfgang Böh; Susanne Kilisch; Christoph Wolters,Fachanwaltschaft Erbrecht • Fachanwaltschaft Steuerrecht •  • Betreuungsrecht • Grundstücksrecht & Immobilienrecht • Internationales Recht • Bankrecht & Kapitalmarktrecht • Arbeitsrecht • Allgemeines Vertragsrecht • Zivilprozessrecht
Kanzlei Fichter & Kollegen Rechtsanwälte,"Bahnhofstraße 7, 74072 Heilbronn",No LinkedIn link,https://kanzlei-fichter.de/,denis.fichter@kanzlei-fichter.de,Denis Fichter; Christina Häfele; Rudolf Sebastian Heim,Fachanwaltschaft Insolvenzrecht & Sanierungsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Arbeitsrecht • Zivilrecht • Sozialrecht • Verwaltungsrecht • Strafrecht •
E.S. Kanzlei,"Kriegsbergstr. 30, 70174 Stuttgart",No LinkedIn link,http://www.es-kanzlei.de/,engin.sanli@es-kanzlei.de,Engin Sanli; Lia Caterina Lächler; Adam Medizade,Strafrecht •  • Zivilrecht • Schadensersatzrecht & Schmerzensgeldrecht • Unterhaltsrecht • Opferhilfe • Mietrecht & Wohnungseigentumsrecht • Ausländerrecht & Asylrecht • Internationales Recht • Grundstücksrecht & Immobilienrecht • Allgemeines Vertragsrecht
Menz & Partner Rechtsanwälte Steuerberater,"Dieselstraße 1, 87437 Kempten (Allgäu)",No LinkedIn link,https://menzundpartner.de/,info@menzundpartner.de,Viktoria Neun; Felix Binder; Larissa Laqua; Matthias Stockinger; Sarah Einsiedler; Dr. Holger Hoffmann; Alexandra Menz; Dr. Andreas Mayer; Dr. Renate Bens; Dorothea C. Baiker; Dr. Carina Streipert; Franziska Heidl,Fachanwaltschaft Erbrecht • Fachanwaltschaft Strafrecht •  • Fachanwaltschaft Steuerrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Arbeitsrecht • Zivilrecht • Grundstücksrecht & Immobilienrecht • Verwaltungsrecht • Allgemeines Vertragsrecht • Öffentliches Baurecht • Ordnungswidrigkeitenrecht • Wirtschaftsrecht • Werkvertragsrecht • Betreuungsrecht • Pferderecht • Datenschutzrecht • Unternehmensrecht & Betriebsnachfolge • Maklerrecht • Gewerblicher Rechtsschutz • Urheberrecht & Medienrecht • Kaufrecht • Schadensersatzrecht & Schmerzensgeldrecht • IT-Recht
Kanzlei Tölle & Melchior,"Moltkestr. 2, 32756 Detmold",No LinkedIn link,http://www.toelle-melchior.com/,info@toelle-melchior.de,Anna-Luise Burg; Walter Simon; Wolf-Dieter Tölle; Berenice Tölle; Claas-Heinrich Quentmeier,Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Steuerrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Verkehrsrecht • Allgemeines Vertragsrecht • Wirtschaftsrecht • Handelsrecht & Gesellschaftsrecht • IT-Recht • Sozialrecht • Verwaltungsrecht
Herrmann & Mey Rechtsanwälte,"Obere Hauptstr. 52, 85354 Freising",No LinkedIn link,http://www.herrmann-mey.de/,kanzlei@herrmann-mey.de,Dr. Marcus Mey LL.M.; Barbara Wollstadt; Daniela Leikam,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Erbrecht •  • Grundstücksrecht & Immobilienrecht • Wirtschaftsrecht • Vereinsrecht & Verbandsrecht • Versicherungsrecht • Mietrecht & Wohnungseigentumsrecht • IT-Recht • Markenrecht • Urheberrecht & Medienrecht • Zivilrecht • Wettbewerbsrecht • Verkehrsrecht
Greiner & Kollegen PartGmbB Rechtsanwälte,"Haagstr. 14, 86316 Friedberg (Bayern)",No LinkedIn link,http://www.greiner-kollegen.de/,anwaelte@greiner-kollegen.de,Stephan Reinold; Tilman Kotzschmar; Christine Greiner; Stefanie Ligas,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Verkehrsrecht •  • Fachanwaltschaft Erbrecht • Zivilrecht • Mietrecht & Wohnungseigentumsrecht • Reiserecht • Allgemeines Vertragsrecht • Baurecht & Architektenrecht • Strafrecht • Versicherungsrecht
HÖCK SPIESS FACH LIEB Rechtsanwälte und Notare,"Schloßgasse 14, 64807 Dieburg",No LinkedIn link,http://www.kanzlei-dieburg.de/,info@kanzlei-dieburg.de,Selim Köse; Nicole Winter; Dr. Raimund Lieb; Dr. Martin Fach,• Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Erbrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Zivilrecht • Verkehrsrecht • Versicherungsrecht • Wirtschaftsrecht • Grundstücksrecht & Immobilienrecht
Rechstanwälte Wöhrle & Schick GbR,"Philippstraße 6, 55543 Bad Kreuznach",No LinkedIn link,https://www.ws-anwaelte.de/,woehrle@ws-anwaelte.de,Jürgen Wöhrle; Annette Glitsch; Alexander Schick; Daniela Rieder; Sven Hartmann,Fachanwaltschaft Erbrecht • Fachanwaltschaft Bankrecht & Kapitalmarktrecht •  • Fachanwaltschaft Verwaltungsrecht • Unternehmensrecht & Betriebsnachfolge • Mietrecht & Wohnungseigentumsrecht • Handelsrecht & Gesellschaftsrecht • Maklerrecht • Zivilrecht • Arbeitsrecht • Strafrecht • Verkehrsrecht • Kaufrecht • Sportrecht • Wirtschaftsrecht • Allgemeines Vertragsrecht
Trautmann Rechtsanwälte,"Hans-Glück-Str. 19, 82380 Peißenberg",No LinkedIn link,http://www.kanzlei-trautmann.com/,kontakt@kanzlei-trautmann.com,Martin Trautmann; Jasmin Ralbofski; Fachanwältin für Verkehrsrecht Victoria Trautmann-Reßler,Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Sozialrecht • Fachanwaltschaft Verkehrsrecht • Mietrecht & Wohnungseigentumsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Sozialversicherungsrecht • Arbeitsrecht • Ordnungswidrigkeitenrecht • Schwerbehindertenrecht • Allgemeines Vertragsrecht • Grundstücksrecht & Immobilienrecht • Forderungseinzug & Inkassorecht • Strafrecht • Kaufrecht
König Rechtsanwälte Partnerschaft Schmidt Lambertz Strotmann Bergweiler Porten-Biwer Haßelbach Lichtmeß mbB,"Kalenfelsstraße 5a, 54290 Trier",https://de.linkedin.com/company/koenig-rechtsanwaelte,https://www.koenig-rechtsanwaelte.de/,info@koenig-rechtsanwaelte.de,Michaela Porten-Biwer; Benjamin Haßelbach; Florian Lichtmeß; Victoria Lauer; Sanja Dundic; Julia Heidinger; Kilian Huber; Christopher Roth,Fachanwaltschaft Erbrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Fachanwaltschaft Baurecht & Architektenrecht •  • Internationales Wirtschaftsrecht • Mietrecht & Wohnungseigentumsrecht • Ordnungswidrigkeitenrecht • Versicherungsrecht • Zivilrecht • Strafrecht • Verkehrsrecht • Bankrecht & Kapitalmarktrecht
